node_id,closeness
136,0.45047710321263384
76,0.44291040190093817
195,0.43694931695093364
370,0.43664929924471907
140,0.4350503018108652
416,0.4317147192716237
292,0.4311637552843583
175,0.42826018063698307
734,0.42790421531763306
458,0.42692414010978164
353,0.4259653270291568
1028,0.4242103197959584
444,0.42406056326978897
188,0.4239940387481371
241,0.4236783320923306
1139,0.4213664886775539
520,0.4187388643581997
46,0.4180264480705282
566,0.4177679882525698
478,0.41767114819966
